id,name,associated_reactions
G_STM4467,STM4467,[]
G_STM3683,selA,[]
G_STM2543,nifS,[]
G_STM4161,STM4161,[]
G_STM0426,phnV,[]
G_STM4469,argI,[]
G_STM0428,phnT,[]
G_STM0427,phnU,[]
G_STM1297,selD,[]
G_STM4465,STM4465,[]
G_STM0588,entF,[]
G_STM0532,arcC,[]
G_STM3699,cysE,[]
G_STM4466,STM4466,[]
G_STM3802,dsdA,[]
G_STM0429,phnS,[]
G_STM2399,pgtP,[]
G_STM0431,phnW,[]
G_STM0432,phnX,[]
G_STM0963,serS,[]
G_STM2196,STM2196,[]
G_STM3240,tdcG,[]
G_STM2970,sdaC,[]
G_STM1107,hpaX,[]
G_STM3354,STM3354,[]
G_STM1098,hpaC,[]
G_STM3243,tdcC,[]
G_STM3355,STM3355,[]
G_STM2783,nxiA,[]
G_STM3225,ygjU,[]
G_STM1099,hpaB,[]
G_STM1318,katE,[]
G_STM1103,hpaD,[]
G_STM1102,hpaE,[]
G_STM2194,yeiG,[]
G_STM1307,astE,[]
G_STM1104,hpaF,[]
G_STM4106,katG,[]
G_STM1101,hpaG,[]
G_STM1305,astD,[]
G_STM1731,STM1731,[]
G_STM3477,cysG,[]
G_STM3859,STM3859,[]
G_STM1105,hpaH,[]
G_STM1269,STM1269,[]
G_STM1106,hpaI,[]
G_STM2041,pduD,[]
G_STM1359,ydiB,[]
G_STM1002,STM1002,[]
G_STM2040,pduC,[]
G_STM0719,STM0719,[]
G_STM2043,pduG,[]
G_STM2042,pduE,[]
G_STM3401,aroE,[]
G_STM3487,aroK,[]
G_STM3147,hybC,[]
G_STM0388,aroL,[]
G_STM1502,speG,[]
G_STM2044,pduH,[]
G_STM1539,STM1539,[]
G_STM2052,pduQ,[]
G_STM2051,pduP,[]
G_STM0166,speE,[]
G_STM1538,STM1538,[]
G_STM1431,sodB,[]
G_STM1786,STM1786,[]
G_STM4055,sodA,[]
G_STM2025,cbiK,[]
G_STM1787,STM1787,[]
G_STM2020,cbiO,[]
G_STM2022,cbiN,[]
G_STM1788,STM1788,[]
G_STM1440,sodC,[]
G_STM3150,hypO,[]
G_STM2023,cbiM,[]
G_STM2021,cboQ,[]
G_STM2024,cbiL,[]
G_STM3356,STM3356,[]
G_STM2027,cbiH,[]
G_STM1044,sodC,[]
G_STM3697,STM3697,[]
G_STM2791,gabD,[]
G_STM3250,garD,[]
G_STM2305,menE,[]
G_STM4100,metB,[]
G_STM2306,menC,[]
G_STM0733,sdhD,[]
G_STM2029,cbiF,[]
G_STM2028,cbiG,[]
G_STM2032,cbiD,[]
G_STM3624A,STM3624A,[]
G_STM2026,cbiJ,[]
G_STM2031,cbiE,[]
G_STM0732,sdhC,[]
G_STM0735,sdhB,[]
G_STM4301,dcuB,[]
G_STM0734,sdhA,[]
G_STM2030,cbiT,[]
G_STM3599,STM3599,[]
G_STM2033,cbiC,[]
G_STM0738,sucC,[]
G_STM4325,dcuA,[]
G_STM0739,sucD,[]
G_STM2035,cbiA,[]
G_STM2050,pduO,[]
G_STM0627,dcuC,[]
G_STM2467,eutT,[]
G_STM2019,cbiP,[]
G_STM0007,talB,[]
G_STM2473,talA,[]
G_STM1599,pdgL,[]
G_STM3924,wecD,[]
G_STM2058,pduX,[]
G_STM1498,STM1498,[]
G_STM0644,cobD,[]
G_STM3925,wecE,[]
G_STM2094,rfbC,[]
G_STM0965,dmsB,[]
G_STM2096,rfbD,[]
G_STM3922,rffG,[]
G_STM2034,cibB,[]
G_STM2017,cobS,[]
G_STM4306,STM4306,[]
G_STM0643,cobC,[]
G_STM2088,rfbX,[]
G_STM2097,rfbB,[]
G_STM0985,lpxK,[]
G_STM2528,STM2528,[]
G_STM0213,dapD,[]
G_STM0609,ahpF,[]
G_STM2082,rfbP,[]
G_STM2085,rfbN,[]
G_STM1499,STM1499,[]
G_STM2086,rfbU,[]
G_STM0402,STM0402,[]
G_STM2529,STM2529,[]
G_STM0608,ahpC,[]
G_STM2087,rfbV,[]
G_STM2084,rfbM,[]
G_STM1497,STM1497,[]
G_STM2104,cpsG,[]
G_STM0108,tbpA,[]
G_STM4307,STM4307,[]
G_STM0107,yabK,[]
G_STM0106,yabJ,[]
G_STM3708,tdh,[]
G_STM2083,rfbK,[]
G_STM2530,STM2530,[]
G_STM1332,rfc,[]
G_STM2971,sdaB,[]
G_STM0966,dmsC,[]
G_STM3244,tdcB,[]
G_STM0964,dmsA,[]
G_STM3905,ilvA,[]
G_STM2092,rfbF,[]
G_STM2091,rfbG,[]
G_STM1496,STM1496,[]
G_STM2090,rfbH,[]
G_STM1826,sdaA,[]
G_STM1556,STM1556,[]
G_STM2093,rfbI,[]
G_STM0004,thrC,[]
G_STM0787,hutI,[]
G_STM2089,rfbJ,[]
G_STM0788,hutG,[]
G_STM1333,thrS,[]
G_STM0364,foxA,[]
G_STM3959,rhtC,[]
G_STM2341,STM2341,[]
G_STM2340,STM2340,[]
G_STM2774,iroC,[]
G_STM3792,STM3792,[]
G_STM3333,STM3333,[]
G_STM3334,STM3334,[]
G_STM2474,tktB,[]
G_STM1341,btuE,[]
G_STM4433,STM4433,[]
G_STM1627,STM1627,[]
G_STM4425,STM4425,[]
G_STM1567,adhP,[]
G_STM2461,eutG,[]
G_STM4421,STM4421,[]
G_STM0434,apbA,[]
G_STM1316,celF,[]
G_STM4420,STM4420,[]
G_STM2289,STM2289,[]
G_STM2573,STM2573,[]
G_STM2949,ptpS,[]
G_STM0628,pagP,[]
G_STM2232,oafA,[]
G_STM1793,STM1793,[]
G_STM1792,STM1792,[]
G_STM0691,STM0691,[]
G_STM0690,citB,[]
G_STM1314,celC,[]
G_STM0741,cydB,[]
G_STM1312,celA,[]
G_STM0740,cydA,[]
G_STM1313,celB,[]
G_STM1582,nhoA,[]
G_STM2662,rluD,[]
G_STM1651,nifJ,[]
G_STM3261,STM3261,[]
G_STM2016,cobT,[]
G_STM1221,cobB,[]
G_STM3253,STM3253,[]
G_STM2079,wzzB,[]
G_STM3137,STM3137,[]
G_STM0589,fepE,[]
G_STM3135,STM3135,[]
G_STM3927,STM3927,[]
G_STM3136,STM3136,[]
G_STM2776,iroE,[]
G_STM2777,iroN,[]
G_STM2775,iroD,[]
G_STM0054,STM0054,[]
G_STM0586,fes,[]
G_STM3186,tolC,[]
G_STM3353,oadG,[]
G_STM2773,iroB,[]
G_STM3351,oadB,[]
G_STM1375,ynhG,[]
G_STM0056,STM0056,[]
G_STM0055,STM0055,[]
G_STM1215,ycfS,[]
G_STM3352,oadA,[]
G_STM0837,ybiS,[]
G_STM0057,STM0057,[]
G_STM0689,citA,[]
G_STM0047,lspA,[]
G_STM3002,lgt,[]
G_STM2786,STM2786,[]
G_STM3828,dgoA,[]
G_STM2788,STM2788,[]
G_STM0791,hutH,[]
G_STM2787,STM2787,[]
G_STM3051,bglA,[]
G_STM1377,lpp,[]
G_STM0666,lnt,[]
G_STM1257,STM1257,[]
G_STM2392,vacJ,[]
G_STM1255,STM1255,[]
G_STM2393,yfdC,[]
G_STM1746_S,STM1746_S,[]
G_STM1259,STM1259,[]
G_STM1256,STM1256,[]
G_STM2838_S,STM2838_S,[]
G_STM1258,STM1258,[]
G_STM3290_S,STM3290_S,[]
G_STM4456,mgtA,[]
G_STM4383_S,STM4383_S,[]
G_STM3259,STM3259,[]
G_STM4188_S,STM4188_S,[]
G_STM3258,STM3258,[]
G_STM3260,STM3260,[]
G_STM2323_S,STM2323_S,[]
G_STM3255,STM3255,[]
G_STM2316_S,STM2316_S,[]
G_STM3256,STM3256,[]
G_STM4580_S,STM4580_S,[]
G_STM3254,STM3254,[]
G_STM4559_S,STM4559_S,[]
G_STM4278_S,STM4278_S,[]
G_STM2864,sitD,[]
G_STM2499_S,STM2499_S,[]
G_STM1892_S,STM1892_S,[]
G_STM2861,sitA,[]
G_STM2105_S,STM2105_S,[]
G_STM2862,sitB,[]
G_STM4305_S,STM4305_S,[]
G_STM4424_S,STM4424_S,[]
G_STM3506,feoB,[]
G_STM2863,sitC,[]
G_STM1383,ttrA,[]
G_STM1384,ttrC,[]
G_STM1385,ttrB,[]
G_STM2065,phsA,[]
G_STM2064,phsB,[]
G_STM2063,phsC,[]
G_STM2549,asrB,[]
G_STM2550,asrC,[]
G_STM2548,asrA,[]
G_STM3763,mgtB,[]
